"2026-06-18 00:07:00,554 ERROR [http-nio-8081-exec-2] com.tpe.cinetime.security.JwtUtils:Access token is expired: JWT expired at 2026-06-17T20:46:07Z. Current time: 2026-06-17T21:07:00Z, a difference of 1253552 milliseconds.  Allowed clock skew: 0 milliseconds.
""2026-06-29 12:29:32,918 INFO  [main] org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver:Exposing 1 endpoint(s) beneath base path '/actuator'
""2026-06-29 12:29:32,933 INFO  [main] org.springframework.security.web.DefaultSecurityFilterChain:Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7ee0dbd1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@67629872, org.springframework.security.web.context.SecurityContextPersistenceFilter@2e5ff1d4, org.springframework.security.web.header.HeaderWriterFilter@2c9af700, org.springframework.web.filter.CorsFilter@5d04adc1, org.springframework.security.web.authentication.logout.LogoutFilter@3d72abea, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@59da4992, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@20425fab, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4c2812aa, org.springframework.security.web.session.SessionManagementFilter@22b2d9e3, org.springframework.security.web.access.ExceptionTranslationFilter@44b1d2fa, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2d2697a8]
""2026-06-29 12:29:32,939 INFO  [main] org.springframework.security.web.DefaultSecurityFilterChain:Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@35fddea2, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4f876114, org.springframework.security.web.context.SecurityContextPersistenceFilter@34fde3a3, org.springframework.security.web.header.HeaderWriterFilter@2fc7c36a, org.springframework.security.web.authentication.logout.LogoutFilter@225d93aa, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4cdb7fd9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5d9639bb, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@52d625bd, org.springframework.security.web.session.SessionManagementFilter@4a5dc126, org.springframework.security.web.access.ExceptionTranslationFilter@63fcc21, org.springframework.security.web.access.intercept.AuthorizationFilter@73983f07]
""2026-06-29 12:29:33,057 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat started on port(s): 8081 (http) with context path ''
""2026-06-29 12:29:33,063 INFO  [main] com.tpe.cinetime.CinetimeApplication:Started CinetimeApplication in 2.156 seconds (JVM running for 2.294)
""2026-06-29 12:29:47,464 INFO  [http-nio-8081-exec-1] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring DispatcherServlet 'dispatcherServlet'
""2026-06-29 12:29:47,497 ERROR [http-nio-8081-exec-1] com.tpe.cinetime.security.JwtUtils:Access token is expired: JWT expired at 2026-06-29T09:23:52Z. Current time: 2026-06-29T10:29:47Z, a difference of 3955497 milliseconds.  Allowed clock skew: 0 milliseconds.
""2026-06-29 12:29:53,746 ERROR [http-nio-8081-exec-3] com.tpe.cinetime.security.JwtUtils:Access token is expired: JWT expired at 2026-06-29T09:27:05Z. Current time: 2026-06-29T10:29:53Z, a difference of 3768745 milliseconds.  Allowed clock skew: 0 milliseconds.
""2026-06-29 12:30:08,891 ERROR [http-nio-8081-exec-5] com.tpe.cinetime.security.JwtUtils:Access token is expired: JWT expired at 2026-05-21T12:14:41Z. Current time: 2026-06-29T10:30:08Z, a difference of 3363327891 milliseconds.  Allowed clock skew: 0 milliseconds.
""2026-06-29 12:30:24,612 INFO  [SpringApplicationShutdownHook] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
""2026-06-29 12:30:24,619 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown initiated...
""2026-06-29 12:30:24,620 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown completed.
"
